KPC_U

 ======== test get_l2 ========= 

2026-02-10 16:02:04,362; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/KPC_U.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:02:09,439; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 22/30948
2026-02-10 16:02:09,784; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 0/30948
2026-02-10 16:02:09,803; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 28/30948
2026-02-10 16:02:10,133; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 4/30948
2026-02-10 16:02:10,153; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 27/30948
2026-02-10 16:02:10,549; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 1/30948
2026-02-10 16:02:10,568; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 21/30948
2026-02-10 16:02:10,902; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 2/30948
2026-02-10 16:02:10,921; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 31/30948
2026-02-10 16:02:11,250; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 1/30948
2026-02-10 16:02:11,270; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 20/30948
2026-02-10 16:02:11,600; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 1/30948
2026-02-10 16:02:11,620; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 0/30948
2026-02-10 16:02:11,960; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 0/30948
2026-02-10 16:02:12,295; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 0/30948
2026-02-10 16:02:12,639; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 0/30948
2026-02-10 16:02:13,281; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/KPC_U.csv
2026-02-10 16:02:13,824; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/KPC_U.csv
2026-02-10 16:02:13,843; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-10-10 00:00:00 2008-10-15 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,849; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-10-10 00:00:00 2008-10-15 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,851; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-10-10 00:00:00 2008-10-15 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,854; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-10-10 00:00:00 2008-10-15 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,858; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-10 00:00:00 2008-12-12 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,861; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-10 00:00:00 2008-12-12 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,863; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-10 00:00:00 2008-12-12 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,866; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-10 00:00:00 2008-12-12 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,870; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-18 00:00:00 2008-12-21 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,873; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-18 00:00:00 2008-12-21 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,876; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-18 00:00:00 2008-12-21 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,878; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2008-12-18 00:00:00 2008-12-21 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,930; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-21 00:00:00 2009-01-28 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,934; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-21 00:00:00 2009-01-28 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,937; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-21 00:00:00 2009-01-28 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,940; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-21 00:00:00 2009-01-28 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,944; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-31 00:00:00 2009-03-01 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,947; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-31 00:00:00 2009-03-01 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,950; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-31 00:00:00 2009-03-01 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,953; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-01-31 00:00:00 2009-03-01 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,957; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-03-04 00:00:00 2009-03-10 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,960; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-03-04 00:00:00 2009-03-10 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,963; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-03-04 00:00:00 2009-03-10 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,965; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-03-04 00:00:00 2009-03-10 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,969; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-09-17 00:00:00 2009-09-20 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,972; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-09-17 00:00:00 2009-09-20 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,975; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-09-17 00:00:00 2009-09-20 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,978; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-09-17 00:00:00 2009-09-20 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,982; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-11 00:00:00 2009-10-14 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,985; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-11 00:00:00 2009-10-14 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:13,988; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-11 00:00:00 2009-10-14 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:13,992; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-10-11 00:00:00 2009-10-14 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:13,995; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-01 00:00:00 2009-12-04 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:13,998; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-01 00:00:00 2009-12-04 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,002; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-01 00:00:00 2009-12-04 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,005; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-01 00:00:00 2009-12-04 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,009; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-07 00:00:00 2009-12-09 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,012; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-07 00:00:00 2009-12-09 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,015; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-07 00:00:00 2009-12-09 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,017; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-07 00:00:00 2009-12-09 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,021; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-24 00:00:00 2009-12-26 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,024; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-24 00:00:00 2009-12-26 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,027; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-24 00:00:00 2009-12-26 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,031; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2009-12-24 00:00:00 2009-12-26 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,034; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-09 00:00:00 2010-02-13 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,037; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-09 00:00:00 2010-02-13 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,040; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-09 00:00:00 2010-02-13 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,043; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-09 00:00:00 2010-02-13 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,046; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-21 00:00:00 2010-03-06 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,049; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-21 00:00:00 2010-03-06 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,052; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-21 00:00:00 2010-03-06 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,055; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-02-21 00:00:00 2010-03-06 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,058; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-09-18 00:00:00 2010-09-20 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,061; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-09-18 00:00:00 2010-09-20 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,064; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-09-18 00:00:00 2010-09-20 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,067; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-09-18 00:00:00 2010-09-20 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,071; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-10-22 00:00:00 2010-11-06 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,073; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-10-22 00:00:00 2010-11-06 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,076; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-10-22 00:00:00 2010-11-06 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,079; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-10-22 00:00:00 2010-11-06 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,083; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-08 00:00:00 2010-12-10 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,086; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-08 00:00:00 2010-12-10 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,089; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-08 00:00:00 2010-12-10 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,091; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-08 00:00:00 2010-12-10 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,095; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-21 00:00:00 2010-12-23 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,099; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-21 00:00:00 2010-12-23 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,101; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-21 00:00:00 2010-12-23 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,104; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2010-12-21 00:00:00 2010-12-23 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,108; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-11 00:00:00 2011-01-13 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,111; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-11 00:00:00 2011-01-13 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,114; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-11 00:00:00 2011-01-13 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,117; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-01-11 00:00:00 2011-01-13 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,120; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-02-07 00:00:00 2011-02-09 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,123; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-02-07 00:00:00 2011-02-09 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,126; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-02-07 00:00:00 2011-02-09 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,129; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-02-07 00:00:00 2011-02-09 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,133; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-03 00:00:00 2011-10-06 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,135; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-03 00:00:00 2011-10-06 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,139; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-03 00:00:00 2011-10-06 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,141; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-03 00:00:00 2011-10-06 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,145; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-11 00:00:00 2011-10-14 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,149; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-11 00:00:00 2011-10-14 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,152; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-11 00:00:00 2011-10-14 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,155; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-11 00:00:00 2011-10-14 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,159; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-19 00:00:00 2011-10-22 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,162; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-19 00:00:00 2011-10-22 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,165; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-19 00:00:00 2011-10-22 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,168; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-10-19 00:00:00 2011-10-22 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,171; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-20 00:00:00 2011-11-23 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,174; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-20 00:00:00 2011-11-23 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,178; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-20 00:00:00 2011-11-23 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,181; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-20 00:00:00 2011-11-23 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,185; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-29 00:00:00 2011-12-09 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,188; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-29 00:00:00 2011-12-09 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,191; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-29 00:00:00 2011-12-09 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,194; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-11-29 00:00:00 2011-12-09 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,198; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-12-27 00:00:00 2011-12-31 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,201; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-12-27 00:00:00 2011-12-31 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,204; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-12-27 00:00:00 2011-12-31 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,207; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-12-27 00:00:00 2011-12-31 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,210; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-01-13 00:00:00 2012-01-15 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,214; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-01-13 00:00:00 2012-01-15 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,216; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-01-13 00:00:00 2012-01-15 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,219; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-01-13 00:00:00 2012-01-15 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,222; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-08 00:00:00 2012-02-11 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,225; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-08 00:00:00 2012-02-11 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,228; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-08 00:00:00 2012-02-11 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,231; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-08 00:00:00 2012-02-11 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,234; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-19 00:00:00 2012-02-24 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,237; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-19 00:00:00 2012-02-24 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,240; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-19 00:00:00 2012-02-24 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,243; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-02-19 00:00:00 2012-02-24 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,246; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-01 00:00:00 2012-03-04 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,249; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-01 00:00:00 2012-03-04 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,252; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-01 00:00:00 2012-03-04 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,255; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-01 00:00:00 2012-03-04 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,259; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-19 00:00:00 2012-03-24 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,261; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-19 00:00:00 2012-03-24 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,264; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-19 00:00:00 2012-03-24 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,267; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-03-19 00:00:00 2012-03-24 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,270; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-11-27 00:00:00 2012-12-09 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,273; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-11-27 00:00:00 2012-12-09 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,276; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-11-27 00:00:00 2012-12-09 00:00:00 dsr with RIME, flagged 0/30948
