FRE

 ======== test get_l2 ========= 

2026-02-10 15:48:54,485; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/FRE.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 15:48:59,221; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 0/14350
2026-02-10 15:48:59,390; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 1/14350
2026-02-10 15:48:59,560; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 0/14350
2026-02-10 15:48:59,580; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 0/14350
2026-02-10 15:48:59,758; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 0/14350
2026-02-10 15:49:00,103; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/FRE.csv
2026-02-10 15:49:00,408; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/FRE.csv
2026-02-10 15:49:00,421; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2025-11-01 00:00:00 2026-04-01 00:00:00 z_pt with NAN, flagged 101/14350
2026-02-10 15:49:00,428; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-29 15:00:00 2023-07-12 14:10:00 z_pt with NAN, flagged 1776/14350
2026-02-10 15:49:00,432; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-29 15:00:00 2023-07-12 14:10:00 z_pt_cor with NAN, flagged 1776/14350
2026-02-10 15:49:00,436; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-08-30 00:00:00 2021-08-01 00:00:00 z_stake with NAN, flagged 0/14350
2026-02-10 15:49:00,773; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/FRE.csv
2026-02-10 15:49:00,785; DEBUG; pypromice.core.qc.github_data_issues; ---> 2018-03-01 00:00:00 None z_boom_cor_u min_filter 1.8 flagged 26/14350
2026-02-10 15:49:00,787; INFO; pypromice.core.qc.github_data_issues; ---> 2022-09-09 12:00:00 2022-09-25 12:00:00 z_boom_cor_u max_filter 2.955
2026-02-10 15:49:00,787; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 15:49:00,790; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 3.3 flagged 174/14350
2026-02-10 15:49:00,791; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 15:49:00,796; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_pt_cor max_filter 12.0 flagged 54/14350
2026-02-10 15:49:00,802; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_stake_cor max_filter 4.0 flagged 0/14350
2026-02-10 15:49:00,803; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 15:49:00,803; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 15:49:01,926; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:49:03,138; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 15:49:03,517; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:49:05,048; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/FRE/FRE_hour.csv
2026-02-10 15:49:05,049; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/FRE/FRE_hour.nc
2026-02-10 15:49:05,049; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//raw/config/FRE.toml, inpath=../aws-l0//raw/FRE/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 15:49:05,090; DEBUG; pypromice.pipeline.aws; Source information: {'pypromice': '1.5.1', 'l0_config_file': 'FRE.toml:4bdadcfd32851bd1d43433658ee1f333a340ed01', 'l0_data_root': '4bdadcfd32851bd1d43433658ee1f333a340ed01', 'data_issues': 'a469096a07c8232cfb9c3d702402eeec79075bfb'}
2026-02-10 15:49:05,101; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2017_raw.txt
2026-02-10 15:49:05,267; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2017_raw.txt
2026-02-10 15:49:05,564; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2017_raw.txt
2026-02-10 15:49:05,571; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2019_raw.txt
2026-02-10 15:49:05,906; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2019_raw.txt
2026-02-10 15:49:06,540; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2019_raw.txt
2026-02-10 15:49:06,547; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2021_raw.txt
2026-02-10 15:49:06,961; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2021_raw.txt
2026-02-10 15:49:07,633; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2021_raw.txt
2026-02-10 15:49:07,640; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2022_raw.txt
2026-02-10 15:49:07,761; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2022_raw.txt
2026-02-10 15:49:07,941; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2022_raw.txt
2026-02-10 15:49:07,947; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2023_raw.txt
2026-02-10 15:49:08,116; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2023_raw.txt
2026-02-10 15:49:08,367; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2023_raw.txt
2026-02-10 15:49:08,374; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2024_raw.txt
2026-02-10 15:49:08,531; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2024_raw.txt
2026-02-10 15:49:08,794; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2024_raw.txt
2026-02-10 15:49:08,799; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2025_raw.dat
2026-02-10 15:49:09,141; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/FRE/FRE_2025_raw.dat
2026-02-10 15:49:09,739; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from FRE_2025_raw.dat
2026-02-10 15:49:09,791; INFO; pypromice.pipeline.aws; Level 1 processing...
2026-02-10 15:49:10,222; INFO; pypromice.pipeline.L0toL1; Special decoding of air pressure
2026-02-10 15:49:11,366; INFO; pypromice.pipeline.L0toL1; Special decoding of air pressure
2026-02-10 15:49:12,850; INFO; pypromice.pipeline.L0toL1; Special decoding of air pressure
2026-02-10 15:49:14,014; INFO; pypromice.pipeline.L0toL1; Special decoding of air pressure
2026-02-10 15:49:14,748; INFO; pypromice.pipeline.L0toL1; Special decoding of air pressure
2026-02-10 15:49:26,000; INFO; pypromice.pipeline.aws; Level 2 processing...
2026-02-10 15:49:38,136; DEBUG; pypromice.core.qc.persistence; Running persistence_qc using {'t_i': {'max_diff': 0.0001, 'period': 2}, 't_u': {'max_diff': 0.0001, 'period': 2}, 't_l': {'max_diff': 0.0001, 'period': 2}, 'p_i': {'max_diff': 0.0001, 'period': 3}, 'p_u': {'max_diff': 0.0001, 'period': 150}, 'p_l': {'max_diff': 0.0001, 'period': 150}, 'gps_lat_lon': {'max_diff': 1e-06, 'period': 6}, 'gps_alt': {'max_diff': 0.0001, 'period': 6}, 't_rad': {'max_diff': 0.0001, 'period': 2}, 'rh_i': {'max_diff': 0.0001, 'period': 2}, 'rh_u': {'max_diff': 0.0001, 'period': 2}, 'rh_l': {'max_diff': 0.0001, 'period': 2}, 'wspd_i': {'max_diff': 0.0001, 'period': 6}, 'wspd_u': {'max_diff': 0.0001, 'period': 6}, 'wspd_l': {'max_diff': 0.0001, 'period': 6}}
2026-02-10 15:49:44,260; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 9/470792
2026-02-10 15:49:49,851; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 1/470792
/home/bav/pypromice/src/pypromice/core/qc/rate_of_change_filter.py:198: RuntimeWarning: invalid value encountered in subtract
  dv = v[1:] - v[:-1]
2026-02-10 15:49:50,475; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 139/470792
/home/bav/pypromice/src/pypromice/core/qc/rate_of_change_filter.py:198: RuntimeWarning: invalid value encountered in subtract
  dv = v[1:] - v[:-1]
2026-02-10 15:49:56,011; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 7/470792
2026-02-10 15:49:56,644; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 20/470792
2026-02-10 15:50:02,810; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 6/470792
2026-02-10 15:50:03,457; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 29/470792
2026-02-10 15:50:09,032; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 0/470792
2026-02-10 15:50:09,489; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 61/470792
2026-02-10 15:50:14,829; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 21/470792
2026-02-10 15:50:15,252; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 71/470792
2026-02-10 15:50:20,637; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 12/470792
2026-02-10 15:50:21,043; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 67/470792
2026-02-10 15:50:26,379; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 9/470792
2026-02-10 15:50:26,799; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 29/470792
2026-02-10 15:50:32,208; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 11/470792
2026-02-10 15:50:32,626; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 40/470792
2026-02-10 15:50:38,039; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 18/470792
2026-02-10 15:50:38,469; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 23/470792
2026-02-10 15:50:43,806; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 8/470792
2026-02-10 15:50:44,247; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 18/470792
2026-02-10 15:50:49,588; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 6/470792
2026-02-10 15:50:50,019; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 27/470792
2026-02-10 15:50:55,404; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 7/470792
2026-02-10 15:50:55,474; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 0/470792
2026-02-10 15:51:00,478; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 0/470792
2026-02-10 15:51:05,502; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 0/470792
2026-02-10 15:51:10,485; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 0/470792
2026-02-10 15:51:20,382; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/FRE.csv
2026-02-10 15:51:27,225; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/FRE.csv
2026-02-10 15:51:27,254; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2025-11-01 00:00:00 2026-04-01 00:00:00 z_pt with NAN, flagged 0/470792
2026-02-10 15:51:27,295; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-05-07 16:10:00 2023-07-12 14:10:00 z_pt with NAN, flagged 376994/470792
2026-02-10 15:51:27,315; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-05-07 16:10:00 2023-07-12 14:10:00 z_pt_cor with NAN, flagged 376994/470792
2026-02-10 15:51:27,326; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-08-30 00:00:00 2021-08-01 00:00:00 z_stake with NAN, flagged 101089/470792
2026-02-10 15:51:34,154; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/FRE.csv
2026-02-10 15:51:34,200; DEBUG; pypromice.core.qc.github_data_issues; ---> 2018-03-01 00:00:00 None z_boom_cor_u min_filter 1.8 flagged 53673/470792
2026-02-10 15:51:34,206; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-09-09 12:00:00 2022-09-25 12:00:00 z_boom_cor_u max_filter 2.955 flagged 450/470792
2026-02-10 15:51:34,230; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 3.3 flagged 21246/470792
2026-02-10 15:51:34,232; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 15:51:34,254; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_pt_cor max_filter 12.0 flagged 0/470792
2026-02-10 15:51:34,278; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_stake_cor max_filter 4.0 flagged 69229/470792
2026-02-10 15:51:34,280; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 15:51:34,280; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
/home/bav/miniforge3/lib/python3.12/site-packages/xarray/computation/apply_ufunc.py:818: RuntimeWarning: divide by zero encountered in log10
  result_data = func(*input_data)
2026-02-10 15:51:52,544; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:51:54,319; INFO; pypromice.io.write; Resampling to 10min
2026-02-10 15:51:54,791; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:52:11,114; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/FRE/FRE_10min.csv
2026-02-10 15:52:11,115; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/FRE/FRE_10min.nc
2026-02-10 15:52:11,643; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:52:13,923; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 15:52:14,040; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:52:17,643; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/FRE/FRE_hour.csv
2026-02-10 15:52:17,643; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/FRE/FRE_hour.nc

 ======== test join_l2 ========= 

2026-02-10 15:52:19,071; INFO; pypromice.pipeline.join_l2; FRE array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/FRE/FRE_hour.nc
2026-02-10 15:52:19,535; INFO; pypromice.pipeline.join_l2; FRE array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/FRE/FRE_hour.nc
2026-02-10 15:52:19,535; INFO; pypromice.pipeline.join_l2; Combining /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/FRE/FRE_hour.nc with /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/FRE/FRE_hour.nc...
2026-02-10 15:52:19,731; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:52:24,047; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/FRE/FRE_hour.csv
2026-02-10 15:52:24,048; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/FRE/FRE_hour.nc
2026-02-10 15:52:24,048; INFO; pypromice.pipeline.join_l2; Files saved to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/FRE...

 ======== test l2tol3 ========= 

2026-02-10 15:52:24,630; WARNING; root; data_issues_path is missing. Using default data issues path: ../PROMICE-AWS-data-issues
2026-02-10 15:52:26,970; INFO; pypromice.pipeline.L2toL3; processing gps_lat without relocation
2026-02-10 15:52:26,974; INFO; pypromice.pipeline.L2toL3; processing gps_lon without relocation
2026-02-10 15:52:26,978; INFO; pypromice.pipeline.L2toL3; processing gps_alt without relocation
2026-02-10 15:52:27,002; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/FRE.csv
2026-02-10 15:52:27,012; DEBUG; pypromice.core.qc.github_data_issues; ---> 2025-04-25 12:00:00 None z_ice_surf add -2.6
2026-02-10 15:52:27,014; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-04-29 12:00:00 None z_surf_1 add 0.3
2026-02-10 15:52:27,015; DEBUG; pypromice.core.qc.github_data_issues; ---> 2021-01-01 00:00:00 None z_surf_2 add -2.1
2026-02-10 15:52:27,016; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-04-19 12:00:00 None z_surf_2 add -0.65
2026-02-10 15:52:27,017; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-04-29 12:00:00 None z_surf_2 add -0.6
2026-02-10 15:52:27,017; DEBUG; pypromice.core.qc.github_data_issues; ---> 2024-04-25 12:00:00 None z_surf_2 add -1.8
2026-02-10 15:52:27,018; DEBUG; pypromice.core.qc.github_data_issues; ---> 2025-04-28 23:00:00 None z_surf_2 add -1.0
2026-02-10 15:52:27,019; INFO; pypromice.pipeline.L2toL3; Combining surface height
2026-02-10 15:52:27,019; INFO; pypromice.pipeline.L2toL3; -> ablation site
2026-02-10 15:52:27,286; DEBUG; pypromice.pipeline.L2toL3; -> estimating ablation period for each year
2026-02-10 15:52:27,291; DEBUG; pypromice.pipeline.L2toL3; 2016 no z_ice_surf, just using JJA
2026-02-10 15:52:27,296; DEBUG; pypromice.pipeline.L2toL3; 2017 no z_ice_surf, just using JJA
2026-02-10 15:52:27,302; DEBUG; pypromice.pipeline.L2toL3; 2018 no z_ice_surf, just using JJA
2026-02-10 15:52:27,307; DEBUG; pypromice.pipeline.L2toL3; 2019 no z_ice_surf, just using JJA
2026-02-10 15:52:27,312; DEBUG; pypromice.pipeline.L2toL3; 2020 no z_ice_surf, just using JJA
2026-02-10 15:52:27,317; DEBUG; pypromice.pipeline.L2toL3; 2021 no z_ice_surf, just using JJA
2026-02-10 15:52:27,322; DEBUG; pypromice.pipeline.L2toL3; 2022 no z_ice_surf, just using JJA
2026-02-10 15:52:27,325; DEBUG; pypromice.pipeline.L2toL3; 2023 derived from z_ice_surf
2026-02-10 15:52:27,329; DEBUG; pypromice.pipeline.L2toL3; 2024 derived from z_ice_surf
2026-02-10 15:52:27,332; DEBUG; pypromice.pipeline.L2toL3; 2025 derived from z_ice_surf
2026-02-10 15:52:27,337; DEBUG; pypromice.pipeline.L2toL3; 2026 no z_ice_surf, just using JJA
2026-02-10 15:52:27,337; DEBUG; pypromice.pipeline.L2toL3; 2026 could not estimate ablation season
2026-02-10 15:52:27,337; DEBUG; pypromice.pipeline.L2toL3; 2016: Ablation from 2016-06-01 00:00:00 to 2016-08-31 23:00:00
2026-02-10 15:52:27,344; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,345; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,346; DEBUG; pypromice.pipeline.L2toL3; 2017: Ablation from 2017-06-01 00:00:00 to 2017-08-31 23:00:00
2026-02-10 15:52:27,351; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,351; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,352; DEBUG; pypromice.pipeline.L2toL3; 2018: Ablation from 2018-06-01 00:00:00 to 2018-08-31 23:00:00
2026-02-10 15:52:27,357; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,357; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,359; DEBUG; pypromice.pipeline.L2toL3; 2019: Ablation from 2019-06-01 00:00:00 to 2019-08-31 23:00:00
2026-02-10 15:52:27,364; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,364; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,365; DEBUG; pypromice.pipeline.L2toL3; 2020: Ablation from 2020-06-01 00:00:00 to 2020-08-31 23:00:00
2026-02-10 15:52:27,371; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,371; DEBUG; pypromice.pipeline.L2toL3; 2021: Ablation from 2021-06-01 00:00:00 to 2021-08-31 23:00:00
2026-02-10 15:52:27,376; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,377; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,378; DEBUG; pypromice.pipeline.L2toL3; 2022: Ablation from 2022-06-01 00:00:00 to 2022-08-31 23:00:00
2026-02-10 15:52:27,383; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,383; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,384; DEBUG; pypromice.pipeline.L2toL3; 2023: Ablation from 2023-07-01 16:00:00 to 2023-09-05 16:00:00
2026-02-10 15:52:27,388; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 15:52:27,388; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 15:52:27,388; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 15:52:27,390; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,390; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
