CP1

 ======== test get_l2 ========= 

2026-02-10 15:48:54,485; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/CP1.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 15:48:58,562; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 28/32022
2026-02-10 15:48:58,994; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 25/32022
2026-02-10 15:48:59,045; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_l (tol=3.0, factor=2.2): filtering 7/32022
2026-02-10 15:48:59,470; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_l (tol=3.0, factor=2.2): filtering 0/32022
2026-02-10 15:48:59,523; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 11/32022
2026-02-10 15:48:59,952; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 3/32022
2026-02-10 15:49:00,003; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_l (tol=2.0, factor=3.5): filtering 6/32022
2026-02-10 15:49:00,428; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_l (tol=2.0, factor=3.5): filtering 2/32022
2026-02-10 15:49:00,477; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 9/32022
2026-02-10 15:49:00,918; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 2/32022
2026-02-10 15:49:00,966; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_l (tol=0.5, factor=2.0): filtering 13/32022
2026-02-10 15:49:01,385; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_l (tol=0.5, factor=2.0): filtering 4/32022
2026-02-10 15:49:01,431; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 5/32022
2026-02-10 15:49:01,862; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 2/32022
2026-02-10 15:49:01,898; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 10/32022
2026-02-10 15:49:02,304; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 3/32022
2026-02-10 15:49:02,346; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 16/32022
2026-02-10 15:49:02,755; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 11/32022
2026-02-10 15:49:02,797; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 16/32022
2026-02-10 15:49:03,217; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 12/32022
2026-02-10 15:49:03,259; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 13/32022
2026-02-10 15:49:03,676; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 7/32022
2026-02-10 15:49:03,718; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 13/32022
2026-02-10 15:49:04,132; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 7/32022
2026-02-10 15:49:04,174; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 12/32022
2026-02-10 15:49:04,579; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 7/32022
2026-02-10 15:49:04,622; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 13/32022
2026-02-10 15:49:05,039; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 9/32022
2026-02-10 15:49:05,080; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 14/32022
2026-02-10 15:49:05,502; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 10/32022
2026-02-10 15:49:05,543; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_9 (tol=0.5, factor=1.5): filtering 18/32022
2026-02-10 15:49:05,964; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_9 (tol=0.5, factor=1.5): filtering 13/32022
2026-02-10 15:49:05,997; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_10 (tol=0.5, factor=1.5): filtering 10/32022
2026-02-10 15:49:06,401; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_10 (tol=0.5, factor=1.5): filtering 7/32022
2026-02-10 15:49:06,446; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 6/32022
2026-02-10 15:49:06,872; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 4/32022
2026-02-10 15:49:06,918; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 10/32022
2026-02-10 15:49:07,342; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 5/32022
2026-02-10 15:49:07,388; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 9/32022
2026-02-10 15:49:07,804; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 4/32022
2026-02-10 15:49:07,853; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 1/32022
2026-02-10 15:49:08,265; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 1/32022
2026-02-10 15:49:08,662; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/CP1.csv
2026-02-10 15:49:09,491; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/CP1.csv
2026-02-10 15:49:09,537; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-15 00:00:00 2021-11-20 00:00:00 dlr with RIME, flagged 0/32022
2026-02-10 15:49:09,544; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-15 00:00:00 2021-11-20 00:00:00 ulr with RIME, flagged 0/32022
2026-02-10 15:49:09,548; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-15 00:00:00 2021-11-20 00:00:00 dsr with RIME, flagged 0/32022
2026-02-10 15:49:09,551; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-15 00:00:00 2021-11-20 00:00:00 usr with RIME, flagged 0/32022
2026-02-10 15:49:09,557; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-27 00:00:00 2021-11-29 00:00:00 dlr with RIME, flagged 0/32022
2026-02-10 15:49:09,561; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-27 00:00:00 2021-11-29 00:00:00 ulr with RIME, flagged 0/32022
2026-02-10 15:49:09,564; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-27 00:00:00 2021-11-29 00:00:00 dsr with RIME, flagged 0/32022
2026-02-10 15:49:09,568; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-27 00:00:00 2021-11-29 00:00:00 usr with RIME, flagged 0/32022
2026-02-10 15:49:09,575; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-01 00:00:00 2022-11-03 00:00:00 dlr with RIME, flagged 49/32022
2026-02-10 15:49:09,581; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-01 00:00:00 2022-11-03 00:00:00 ulr with RIME, flagged 49/32022
2026-02-10 15:49:09,587; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-01 00:00:00 2022-11-03 00:00:00 dsr with RIME, flagged 49/32022
2026-02-10 15:49:09,593; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-01 00:00:00 2022-11-03 00:00:00 usr with RIME, flagged 49/32022
2026-02-10 15:49:09,599; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-07 00:00:00 2022-11-11 00:00:00 dlr with RIME, flagged 97/32022
2026-02-10 15:49:09,644; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-07 00:00:00 2022-11-11 00:00:00 ulr with RIME, flagged 97/32022
2026-02-10 15:49:09,649; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-07 00:00:00 2022-11-11 00:00:00 dsr with RIME, flagged 97/32022
2026-02-10 15:49:09,655; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-07 00:00:00 2022-11-11 00:00:00 usr with RIME, flagged 97/32022
2026-02-10 15:49:09,662; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-14 00:00:00 2023-12-22 00:00:00 dlr with RIME, flagged 193/32022
2026-02-10 15:49:09,668; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-14 00:00:00 2023-12-22 00:00:00 ulr with RIME, flagged 193/32022
2026-02-10 15:49:09,674; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-14 00:00:00 2023-12-22 00:00:00 dsr with RIME, flagged 193/32022
2026-02-10 15:49:09,679; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-14 00:00:00 2023-12-22 00:00:00 usr with RIME, flagged 193/32022
2026-02-10 15:49:09,686; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-28 00:00:00 2023-12-31 00:00:00 dlr with RIME, flagged 73/32022
2026-02-10 15:49:09,691; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-28 00:00:00 2023-12-31 00:00:00 ulr with RIME, flagged 73/32022
2026-02-10 15:49:09,697; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-28 00:00:00 2023-12-31 00:00:00 dsr with RIME, flagged 73/32022
2026-02-10 15:49:09,702; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-28 00:00:00 2023-12-31 00:00:00 usr with RIME, flagged 73/32022
2026-02-10 15:49:09,709; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-15 00:00:00 2024-01-23 00:00:00 dlr with RIME, flagged 193/32022
2026-02-10 15:49:09,715; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-15 00:00:00 2024-01-23 00:00:00 ulr with RIME, flagged 193/32022
2026-02-10 15:49:09,721; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-15 00:00:00 2024-01-23 00:00:00 dsr with RIME, flagged 193/32022
2026-02-10 15:49:09,726; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-15 00:00:00 2024-01-23 00:00:00 usr with RIME, flagged 193/32022
2026-02-10 15:49:09,733; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-20 00:00:00 2023-01-22 19:00:00 p_i with NAN, flagged 68/32022
2026-02-10 15:49:09,739; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-12-26 20:00:00 2025-01-01 06:00:00 p_i with NAN, flagged 131/32022
2026-02-10 15:49:09,744; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-12-26 20:00:00 2025-01-01 06:00:00 p_l with NAN, flagged 131/32022
2026-02-10 15:49:09,751; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-19 19:00:00 2023-01-22 19:00:00 p_l with NAN, flagged 73/32022
2026-02-10 15:49:09,755; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-14 18:20:00 2022-01-31 09:00:00 p_l with NAN, flagged 0/32022
2026-02-10 15:49:09,759; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-14 18:20:00 2022-01-31 09:00:00 t_l with NAN, flagged 0/32022
2026-02-10 15:49:09,763; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-14 18:20:00 2022-01-31 09:00:00 rh_l with NAN, flagged 0/32022
2026-02-10 15:49:09,767; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-01-14 18:20:00 2022-01-31 09:00:00 precip_l with NAN, flagged 0/32022
2026-02-10 15:49:09,774; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-18 00:00:00 2023-01-22 19:00:00 p_u with NAN, flagged 116/32022
2026-02-10 15:49:09,780; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-02 14:00:00 2023-01-05 12:00:00 p_u with NAN, flagged 71/32022
2026-02-10 15:49:09,786; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-02 14:00:00 2023-01-05 12:00:00 p_i with NAN, flagged 71/32022
2026-02-10 15:49:09,792; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-02 14:00:00 2023-01-05 12:00:00 p_l with NAN, flagged 71/32022
2026-02-10 15:49:09,798; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-26 08:00:00 2024-02-07 02:00:00 p_u with NAN, flagged 283/32022
2026-02-10 15:49:09,804; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-26 08:00:00 2024-02-07 02:00:00 p_i with NAN, flagged 283/32022
2026-02-10 15:49:09,809; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-01-26 08:00:00 2024-02-07 02:00:00 p_l with NAN, flagged 283/32022
2026-02-10 15:49:09,814; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 p_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,817; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,821; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 rh_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,825; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 wspd_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,828; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 wdir_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,832; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 p_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,835; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,839; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 rh_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,843; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 wspd_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,846; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 wdir_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,850; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 dsr with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,854; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 usr with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,857; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 dlr with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,861; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 ulr with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,864; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_rad with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,868; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_1 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,871; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_2 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,875; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_3 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,879; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_4 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,883; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_5 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,887; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_6 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,891; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_7 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,894; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_8 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,898; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_9 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,902; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_10 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,906; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i_11 with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,910; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 tilt_x with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,914; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 tilt_y with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,916; DEBUG; pypromice.core.qc.github_data_issues; ---> could not flag z_pt not in dataset
2026-02-10 15:49:09,918; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 rot with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,922; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 z_boom_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,926; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 z_boom_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,927; DEBUG; pypromice.core.qc.github_data_issues; ---> could not flag z_stake not in dataset
2026-02-10 15:49:09,929; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 gps_lat with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,933; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 gps_lon with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,937; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 gps_alt with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,941; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 precip_u with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,945; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 precip_l with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,949; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 p_i with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,953; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 t_i with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,957; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 rh_i with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,961; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 wspd_i with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,965; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-15 00:00:00 2022-06-15 14:00:00 wdir_i with CONFIRMED, flagged 0/32022
2026-02-10 15:49:09,973; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_1 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:09,980; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_1 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:09,987; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_10 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:09,995; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_10 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,003; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_11 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:10,011; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_11 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,020; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_2 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:10,027; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_2 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,035; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_3 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:10,042; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_3 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,051; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_4 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:10,058; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_4 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,067; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_5 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:10,074; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_5 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,082; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_6 with CONFIRMED, flagged 4775/32022
2026-02-10 15:49:10,089; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-14 03:00:00 2024-05-26 00:00:00 t_i_6 with CONFIRMED, flagged 6112/32022
2026-02-10 15:49:10,098; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-03 00:00:00 2023-06-20 00:00:00 t_i_7 with CONFIRMED, flagged 4775/32022
